0	donald trump sends out embarrassing new year‚s eve message; this is disturbing
0	drunk bragging trump staffer started russian collusion investigation
0	sheriff david clarke becomes an internet joke for threatening to poke people ‚in the eye‚
0	trump is so obsessed he even has obama‚s name coded into his website (images)
0	pope francis just called out donald trump during his christmas speech
0	racist alabama cops brutalize black boy while he is in handcuffs (graphic images)
0	fresh off the golf course
0	trump said some insanely racist stuff inside the oval office
0	former cia director slams trump over un bullying
0	brand-new pro-trump ad features so much a** kissing it will make you sick
0	papa john‚s founder retires
0	paul ryan just told us he doesn‚t care about struggling families living in blue states
0	bad news for trump ‚î mitch mcconnell says no to repealing obamacare in 2018
0	"lindsey graham trashes media for portraying trump as ‚kooky‚ forgets his own words"""
0	heiress to disney empire knows gop scammed us ‚ shreds them for tax bill
0	tone deaf trump: congrats rep. scalise on losing weight after you almost died
0	the internet brutally mocks disney‚s new trump robot at hall of presidents
0	mueller spokesman just f-cked up donald trump‚s christmas
0	snl hilariously mocks accused child molester roy moore for losing al senate race (video)
0	republican senator gets dragged for going after robert mueller
0	in a heartless rebuke to victims
0	ky gop state rep. commits suicide over allegations he molested a teen girl (details)
0	meghan mccain tweets the most amazing response to doug jones‚ win in deep-red alabama
0	cnn calls it: a democrat will represent alabama in the senate for the first time in 25 years
0	white house: it wasn‚t sexist for trump to slut-shame sen. kirsten gillibrand (video)
0	despicable trump suggests female senator would ‚do anything‚ with him for campaign money (tweet)
0	accused child molesting senate candidate roy moore sides with putin over reagan (video)
0	fox host calls for a ‚cleansing‚ of the fbi
0	liberal group trolls trump at roy moore rally in the best possible way (video)
0	don jr. tries to mock al franken‚s resignation
0	breaking: cop finally gets his due
0	is this proof trump is unfit for service?
0	trump completely screws the middle east peace process
0	trump only cares about trump; why he is recognizing jerusalem today
0	trump supporting coal ceo upset trump is wiping out ‚thousands‚ of coal mining jobs
0	sitting gop senator has had enough
0	republican national committee: better a pedophile than a democrat in the u.s. senate
0	donald trump‚s eating habits could be dramatically affecting his wellbeing and our safety
0	john mccain wanted another 74 twitter followers
0	this sarah huckabee sanders tweet about attacking the fbi hasn‚t aged well
0	fbi agents destroy donald trump after he attacks the agency and james comey
0	‚ghost of witness flipped‚: hilarious snl skit takes trump into his own private holiday hell (video)
0	leaked email proves trump officials aware russia had ‚thrown the usa election‚ to trump
0	trump just admitted he knew flynn lied to the fbi before he asked comey to drop the investigation
0	watch this awesome mashup of michael flynn leading the ‚lock her up‚ chant as he goes off to court (video)
0	white house panics knowing flynn is going to take them down
0	breaking: michael flynn cracks ‚ will testify to mueller against trump himself
0	trump gets an epic f**ck you from britain over his white supremacist retweets
0	this hilarious campaign ad shows voters how they can avoid scandalous elected officials
0	joe scarborough: it‚s not our imagination ‚ trump really is losing his mind (video)
0	sources confirm robert mueller‚s office interviewed jared kushner several weeks ago
0	trump sends crazy-time tweet to the wrong account after losing his sh*t over world leader‚s remarks
0	americans once elected a president after he was accused of raping a 13-year-old girl
0	trump‚s biggest kkk fan is back
0	trump spent the night retweeting a white supremacist convicted criminal
0	sean hannity is throwing a stage-4 temper tantrum over the photo he posed for (image)
0	democrats give trump a big f**ck you after he attacks them in insane twitter rant
0	trump wakes up to scream at black people after hurling a racial slur yesterday
0	trump supporters object to prince harry‚s recent engagement for terrible reasons (tweets)
0	while honoring native american code talkers
0	pro-trump group is now using pictures of an obama rally to make trump look popular
0	breitbart editor to cnn host: a song by ringo starr proves roy moore isn‚t a pedo (video)
0	former obama photographer takes trolling trump to a whole new level (tweets)
0	just back from a golfing vacay
0	two weeks before election
0	principles over power: why republicans need to do what‚s right to remain relevant
0	trump: everything you heard me say on the access hollywood tape never happened
0	cnn blisters trump after he attacks them for bad representation: ‚that‚s your job‚ (tweets)
0	sean hannity gets wrecked for yelling at time magazine for calling out trump‚s lie
0	time magazine humiliates trump after he lies about award
0	ivanka defends malia obama from attacks
0	trumpsters launch insane conspiracy theory about the boot on john mccain‚s foot
0	gay gop operative endorses doug jones over ‚bigoted
0	retired alabama cop: we were told to keep roy moore away from high school cheerleaders
0	new york times reports there‚s an actual russian agent in congress and he has a code name
0	fox news bans gene simmons for life for harassing staff off camera
0	nicolle wallace takes trump to the woodshed for backing pedophile moore
0	pastor goes full y‚all qaeda defending roy moore: he only wanted teen girls for their ‚purity‚
0	trump‚s national security adviser reportedly trashed him ‚ this is epic
0	trump‚s favorite news channel tries to soothe his battered ego ‚ gets taken to the cleaners
0	texas governor just broke with trump; this is unprecedented
0	conservative ‚christian‚ leader kept a sexual assault secret for a republican lawmaker
0	gop senator caught on hot mic trashing his own party over roy moore and donald trump (video)
0	donald trump is destroying the country‚s reputation and here‚s proof
0	trump just got his p*ssy handed to him by new zealand‚s female prime minister
0	chaos ensues after man accidentally shoots himself and wife in church during gun safety talk
0	new accuser confirms she got roy moore banned from the mall (videos)
0	roy moore is asking people to snitch on the media and he‚s getting trolled hard (tweets)
0	trump admin. tosses out another obama rule ‚ his sons can be even worse douchebags now
0	the internet lights up after the pentagon accidentally retweets a call for trump to resign
0	anti-gay gop rep gets busted for having inappropriate relations with a man in his state office
0	that time trump mocked marco rubio for drinking water just came back to haunt him
0	corporate ceos shock trump‚s economic adviser with truth about gop tax cuts
0	texas sheriff threatens to jail truck owner for anti-trump sticker (screenshots)
0	delusional trump fans lash out at fox host for reporting facts of uranium one deal
0	roy moore supporting republican loses it after being called an extremist
0	that story trump just told the press about obama and air force one never happened
0	this 4-year old tweet from donald trump shows us he‚s at least as perverted as roy moore
0	oops: trump judicial nominee didn‚t tell congress about marriage to white house attorney
0	trump laughs after philippine leader calls journalists ‚spies‚ in country where journalists are routinely murdered
0	joe biden just wrecked trump in six words and it‚s hilarious
0	busted: leaked documents prove trump took laundered money from russian bank
